author,changes,common_name,familyetc,species,species_number,subspecies
VOGEL & DAVID 1999,,,"Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Macrocalamus schulzi,16145,
LIM 1963,,"E: Tweedie's Mountain Reed Snake
G: Tweedies Riednatter","Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Macrocalamus tweediei,16146,
DAVID & PAUWELS 2005,,E: Vogels’ Reed Snake,"Colubridae, Calamariinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Macrocalamus vogeli,16147,
"THOMAS, GRANATOSKY, BOURQUE, KRYSKO, MOLER, GAMBLE, SUAREZ, LEONE & ROMAN 2014",,E: Suwannee Alligator Snapping Turtle,"Chelydridae, Testudines (turtles)",Macrochelys suwanniensis,16149,
TROOST 1835,,"E: Alligator Snapping Turtle, including the Apalachicola Alligator Snapping Turtle","Chelydridae, Testudines (turtles)",Macrochelys temminckii,16150,
PARKER 1930,,E: Parker's Pholiodobolus,"Gymnophthalmidae (Cercosaurinae), Sauria, Gymnophthalmoidea, Squamata (lizards)",Macropholidus annectens,16151,
CADLE & CHUNA 1995,,,"Gymnophthalmidae (Cercosaurinae), Sauria, Gymnophthalmoidea, Squamata (lizards)",Macropholidus ataktolepis,16152,
(REEDER 1996),,,"Gymnophthalmidae (Cercosaurinae), Sauria, Gymnophthalmoidea, Squamata (lizards)",Macropholidus huancabambae,16153,
"TORRES-CARVAJAL, VENEGAS & NUNES 2020",new species,"E: Montanucci’s Cuilanes.
Spanish: Cuilanes de Montanucci","Gymnophthalmidae (Cercosaurinae), Sauria, Gymnophthalmoidea, Squamata (lizards)",Macropholidus montanuccii,23353,
NOBLE 1921,,E: Ruthven's Macropholidus,"Gymnophthalmidae (Cercosaurinae), Sauria, Gymnophthalmoidea, Squamata (lizards)",Macropholidus ruthveni,16154,
WADE 2001,,,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Macroprotodon abubakeri,16159,
(GÜNTHER 1862),,"E: Western False Smooth Snake, Iberian False Smooth Snake","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Macroprotodon brevis,16160,"Macroprotodon brevis brevis (GÜNTHER 1862)
Macroprotodon brevis ibericus BUSACK & MCCOY 1990"
(GEOFFROY SAINT-HILAIRE 1827),,"E: False Smooth Snake
G: Kaputzennatter, Kapuzennatter
D: Mutslang","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Macroprotodon cucullatus,16161,
GUICHENOT 1850,,,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Macroprotodon mauritanicus,16162,
(LINNAEUS 1758),,"E: Levantine Viper
G: Levanteotter
Russian: Гюрза","Viperidae, Viperinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Macrovipera lebetinus,16163,"Macrovipera lebetinus lebetinus (LINNAEUS 1758)
Macrovipera lebetinus cernovi (CHIKIN & SZCZERBAK 1992)
Macrovipera lebetinus obtusa (DWIGUBSKY 1832)
Macrovipera lebetinus transmediterranea (NILSON & ANDRÉN 1988)
Macrovipera lebetinus turanica (CHERNOV 1939)"
"ORAIE, RASTEGAR-POUYANI, KHOSROVANI, MORADI, AKBARI, SEHHATISABET, SHAFIEI, STÜMPEL & JOGER 2018",,E: Razi’s Viper,"Viperidae, Viperinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Macrovipera razii,21666,
(WERNER 1935),,G: Milosotter,"Viperidae, Viperinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Macrovipera schweizeri,16164,
SCHLEGEL 1837,,,"Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Madagascarophis colubrinus,16165,"Madagascarophis colubrinus citrinus (BOETTGER 1878)
Madagascarophis colubrinus colubrinus (SCHLEGEL 1837)
Madagascarophis colubrinus occidentalis DOMERGUE 1987
Madagascarophis colubrinus pastoriensis DOMERGUE 1987
Madagascarophis colubrinus septentrionalis DOMERGUE 1987"
"GLAW, KUCHARZEWSKI, KÖHLER, VENCES & NAGY 2013",,,"Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Madagascarophis fuchsi,16166,
"RUANE, BURBRINK, RANDRIAMAHATANTSOA & RAXWORTHY 2016",,,"Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Madagascarophis lolo,20651,
DOMERGUE 1987,,,"Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Madagascarophis meridionalis,16167,
DOMERGUE 1987,,,"Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Madagascarophis ocellatus,16168,
(ANGEL 1930),,E: Ankodabe Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Madascincus ankodabensis,16169,
"MIRALLES, KÖHLER, GLAW & VENCES 2011",,,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Madascincus arenicola,16170,
(GRANDIDIER 1867),,E: Redtail Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Madascincus igneocaudatus,16171,
(BOULENGER 1888),,E: Rusty Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Madascincus macrolepis,16172,
(GÜNTHER 1877),,E: Common Madagascar Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Madascincus melanopleura,16173,
"MIRALLES, KÖHLER, GLAW & VENCES 2016",,,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Madascincus miafina,20743,
(RAXWORTHY & NUSSBAUM 1993),,,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Madascincus minutus,16174,
(GRANDIDIER 1872),,E: Morondava Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Madascincus mouroundavae,16175,
(ANDREONE & GREER 2002),,,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Madascincus nanus,16176,
(GRANDIDIER 1869),,E: Madagascar Coastal Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Madascincus polleni,16177,
"MIRALLES, KÖHLER, GLAW & VENCES 2016",,,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Madascincus pyrurus,20746,
(BOETTGER 1882),,E: Stumpff's Skink,"Scincidae, Scincinae, Scincoidea, Sauria, Squamata (lizards)",Madascincus stumpffi,16178,
(RENDAHL 1918),,,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops albanalis,20428,
(WALLACH & GLAW 2009),,E: Andasibe Blind Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops andasibensis,16179,
(GRANDIDIER 1872),,E: Sand Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops arenarius,16180,
(BOULENGER 1893),,E: Sand Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops boettgeri,16181,
HOFFSTETTER 1946,,,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops cariei,19734,
(BOULENGER 1889),,E: Comoro Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops comorensis,16183,
(MOCQUARD 1901),,E: Mocquard's Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops decorsei,16185,
(ROUX-ESTÈVE 1980),,,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops domerguei,15251,
(BOETTGER 1877),,E: Madagascar Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops madagascariensis,16187,
(WERNER 1909),,,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops microcephalus,15252,
(BOETTGER 1880),,E: Boettger's Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops mucronatus,16188,
(PARKER 1927),,E: Parker's Worm Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops ocularis,16189,
(RENOULT & RASELIMANANA 2009),,,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops rajeryi,16191,
(BOETTGER 1881),,E: Reuters Blind Snake,"Typhlopidae (Madatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Madatyphlops reuteri,15253,
"FANG, VÁZQUEZ-RESTREPO & DAZA 2020",,,"Gymnophthalmidae (Cercosaurinae), Sauria, Gymnophthalmoidea, Squamata (lizards)",Magdalenasaura adercum,23027,
"FANG, VÁZQUEZ-RESTREPO & DAZA 2020",,,"Gymnophthalmidae (Cercosaurinae), Sauria, Gymnophthalmoidea, Squamata (lizards)",Magdalenasaura leurosquama,23030,
(COPE 1862),,"E: Virgin Islands Miniracer, Ground Snake
Spanish: Culebrita de jardín","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Magliophis exiguus,16192,"Magliophis exiguus exiguus (COPE 1863)
Magliophis exiguus subspadix SCHWARTZ 1967"
(STEJNEGER 1904),,E: Puerto Rican Miniracer,"Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Magliophis stahli,16193,
(SCHOEPFF 1793),,"E: Diamondback Terrapin, Diamond-backed Terrapin
centrata: Carolina Diamondback Terrapin
littoralis:Texas Diamondback Terrapin
macrospilota: Ornate Diamondback Terrapin
pileata: Mississippi Diamondback Terrapin
rhizophorarum: Mangrove Diamondback Terrapin
tequesta: Florida East Coast Terrapin
terrapin: Northern Diamondback Terrapin
G: Diamantschildkröten,","Emydidae, Deirochelyinae, Testudinoidea, Testudines (turtles)",Malaclemys terrapin,16194,"Malaclemys terrapin centrata (LATREILLE 1802)
Malaclemys terrapin littoralis (HAY 1904)
Malaclemys terrapin macrospilota (HAY 1904)
Malaclemys terrapin pileata (WIED 1865)
Malaclemys terrapin rhizophorarum FOWLER 1906
Malaclemys terrapin tequesta SCHWARTZ 1955
Malaclemys terrapin terrapin (SCHOEPFF 1793)"
(SIEBENROCK 1903),,"E: Pancake Tortoise
G: Spaltenschildkröte","Testudinidae, Testudinoidea, Testudines (turtles)",Malacochersus tornieri,16195,
"IHLOW, VAMBERGER, FLECKS, HARTMANN, COTA, MAKCHAI, MEEWATTANA, DAWSON, KHENG, RÖDDER & FRITZ 2016",,"Thai: Tao na Isan
English: Isan Snail-eating turtle, Khorat snail-eating turtle
German: Isan-Schneckenfresser
French: Malayémyde d’Isan","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Malayemys khoratensis,20371,
(GRAY 1859),,,"Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Malayemys macrocephala,16196,
(SCHLEGEL & MÜLLER 1845),,"E: (Malayan) Snail-eating Turtle
G: Malaiischer Schneckenfresser","Geoemydidae (Geoemydinae), Testudinoidea, Testudines (turtles)",Malayemys subtrijuga,16197,
(BOULENGER 1908),,"E: Robinson's Forest Dragon, Robinson's Anglehead Lizard
G: Robinsons Winkelkopfagame","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",Malayodracon robinsonii,14420,
(SCHNEIDER 1801),,"E: Reticulated Python
G: Netzpython","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes, Squamata (snakes)",Malayopython reticulatus,16198,"Malayopython reticulatus reticulatus (SCHNEIDER 1801)
Malayopython reticulatus saputrai (AULIYA, MAUSFELD, SCHMITZ & BÖHME 2002)
Malayopython reticulatus jampeanus (AULIYA, MAUSFELD, SCHMITZ & BÖHME 2002)"
(PETERS 1876),,"E: Timor Python, Lesser Sundas python
G: Timor-Python","Pythonidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes, Squamata (snakes)",Malayopython timoriensis,16199,
"WYNN, DIESMOS & BROWN 2016",,E: Andy’s Blind Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Malayotyphlops andyi,20337,
(TAYLOR 1917),,E: Taylor's Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Malayotyphlops canlaonensis,16200,
(WYNN & LEVITON 1993),,"E: Brown-backed Blind Snake, Wynn's Worm Snake","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Malayotyphlops castanotus,16201,
(WYNN & LEVITON 1993),,E: Collared Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Malayotyphlops collaris,16202,
"WYNN, DIESMOS & BROWN 2016",,E: Sierra Madre Blind Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Malayotyphlops denrorum,20338,
(SAVAGE 1950),,E: Cebu Island Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Malayotyphlops hypogius,16203,
(BRONGERSMA 1934),,E: Boenjoe Island Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Malayotyphlops koekkoeki,16204,
(DORIA 1874),,E: Kei Island Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Malayotyphlops kraalii,16205,
(TAYLOR 1919),,E: Luzon Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Malayotyphlops luzonensis,16206,
(TAYLOR 1919),,E: Manila Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Malayotyphlops manilae,14291,
(BOETTGER 1897),,E: Red Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Malayotyphlops ruber,16207,
(GRAY 1845),,E: Red-headed Worm Snake,"Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",Malayotyphlops ruficaudus,16208,
(GEOFFROY SAINT-HILAIRE 1827),,"E: Eastern Montpellier Snake
G: Östliche Eidechsennatter
F: Couleuvre maillée
Croatian: zmajur
Russian: Ящеричная змея","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Malpolon insignitus,16209,"Malpolon insignitus insignitus (GEOFFROY SAINT-HILAIRE 1809)
Malpolon insignitus fuscus (FLEISCHMANN 1831)"
(REUSS 1834),,"E: Moila Snake
G: Moilanatter","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Malpolon moilensis,18179,
(HERMANN 1804),,"E: Montpellier Snake
G: Eidechsennatter
D: Hagedisslang
Russian: ящеричная змея","Psammophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Malpolon monspessulanus,16210,"Malpolon monspessulanus monspessulanus (HERMANN 1804)
Malpolon monspessulanus saharatlanticus GENIEZ, CLUCHIER & DE HAAN 2006"
(DUNN 1935),,"E: Dunn's Mabuya, South American Small-handed Skink","Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Manciola guaporicola,16211,
(JAN 1863),,"E: Ridgehead Snake
S: Culebra de Escamas Delgadas ","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Manolepis putnami,16212,
(SCHLEGEL & MÜLLER 1844),,"E: Brown Tortoise
G: Braune hinterindische Landschildkröte","Testudinidae, Testudinoidea, Testudines (turtles)",Manouria emys,16213,"Manouria emys emys (SCHLEGEL & MÜLLER 1844)
Manouria emys phayrei (BLYTH 1854)"
(GÜNTHER 1882),,"E: Impressed Tortoise
G: Flache Hinterindische Landschildkröte
Chinese: 凹甲陆龟","Testudinidae, Testudinoidea, Testudines (turtles)",Manouria impressa,16214,
(MANTHEY & NABHITABHATA 1991),,"E: Phuwua Rock Agama
G: Phuwua-Felsenagame","Agamidae (Draconinae), Sauria, Iguania, Squamata (lizards)",Mantheyus phuwuanensis,16215,
"(MIRALLES, RIVAS & SCHARGEL 2005)",,,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Maracaiba meridensis,16216,
"(MIRALLES, RIVAS, BONILLO, SCHARGEL, BARROS, GARCÍA-PEREZ & BARRIO-AMORÓS 2009)",,,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Maracaiba zuliae,16217,
"PELOSO, PELLEGRINO, RODRIGUES & ÁVILA-PIRES 2011",,,"Gymnophthalmidae (Cercosaurinae s.l., Ecpleopodinae), Sauria, Gymnophthalmoidea, Squamata (lizards)",Marinussaurus curupira,16218,
(COPE 1875),,E: Middle American Four-lined Skink,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora alliacea,16219,
"MCCRANIE, MATTHEWS & HEDGES 2020",,E: Southern Sierra Madre Skink,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora aquilonaria,22854,
HEDGES & CONN 2012,,E: Lesser Windward Skink,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora aurulae,16220,
(MIRALLES 2006),,"E: San Andrés Skink, San Andrés Skink","Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora berengerae,10313,
(TAYLOR 1956),,E: Western Middle America Skink,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora brachypoda,16221,
(MIJARES-URRUTIA & ARENDS 1997),,,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora falconensis,16222,
"MCCRANIE, MATTHEWS & HEDGES 2020",,E: Mayan Skink,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora lineola,22851,
HEDGES & CONN 2012,,E: Corn Island Skink,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora magnacornae,16223,
(BARBOUR 1921),,"E: Providencia Island Skink, Providencia Skink","Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora pergravis,10316,
HEDGES & CONN 2012,,"E: Honduran Skink, Roatán Skink","Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora roatanae,16224,
"MCCRANIE, MATTHEWS & HEDGES 2020",,E: Tehuantepec Skink,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora syntoma,22857,
(COPE 1862),,"E: Southern Middle America Skink, Central American Mabuya","Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora unimarginata,16225,
"MCCRANIE, MATTHEWS & HEDGES 2020",,E: Fonseca Islands Skink,"Scincidae, Mabuyinae, Scincoidea, Sauria, Squamata (lizards)",Marisora urtica,22860,
"SADLIER, SMITH, BAUER & WHITAKER 2009",,,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Marmorosphax boulinda,16226,
"SADLIER, SMITH, BAUER & WHITAKER 2009",,,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Marmorosphax kaala,16227,
SADLIER & BAUER 2000,,,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Marmorosphax montana,16228,
"SADLIER, SMITH, BAUER & WHITAKER 2009",,,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Marmorosphax taom,16229,
(BAVAY 1869),,,"Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",Marmorosphax tricolor,16230,
(STEJNEGER 1901),,"E: Clarion Island Whip Snake
S: Látigo de Isla Clarión","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Masticophis anthonyi,12458,
(COPE 1861),,"E: Baja California Striped Whip Snake
S: Látigo del Cabo","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Masticophis aurigulus,12459,"
"
(VAN DENBURGH & SLEVIN 1921),,"E: Baja California Striped Whip Snake
S: Látigo de Isla Espiritu Santo","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Masticophis barbouri,12460,
(JAN 1863),,"E: Sonoran Whipsnake
Ajo Mountain Whipsnake [lineolatus]
S: Látigo de Sonora","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Masticophis bilineatus,12462,
(SHAW 1802),,"E: Coachwhip
flagellum: Eastern Coachwhip
cingulum: Sonoran Coachwhip
lineatulus: Lined Coachwhip
piceus: Red Coachwhip
ruddocki: San Joaquin Coachwhip
testaceus: Western Coachwhip
G: Kutscherpeitschen-Natter
S: Chirrionera","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Masticophis flagellum,12464,"Masticophis flagellum cingulum LOWE & WOODIN 1954
Masticophis flagellum flagellum (SHAW 1802)
Masticophis flagellum lineatulus SMITH 1941
Masticophis flagellum piceus (COPE 1892)
Masticophis flagellum ruddocki BRATTSTROM & WARREN 1953
Masticophis flagellum testaceus (SAY 1823)"
(COPE 1895),,"E: Baja California Coachwhip
G: Baja-Kutscherpeitschen-Natter
S: Chirrionera de Baja California","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Masticophis fuliginosus,12465,
(HALLOWELL 1853),,"E: Striped Racer
euryxanthus: Alameda Striped Racer
lateralis: California Striped Racer
G: Alameda-Peitschenschlange
S: Corredora Rayada","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Masticophis lateralis,12466,"Masticophis lateralis euryxanthus (RIEMER 1954)
Masticophis lateralis lateralis (HALLOWELL 1853)"
"(DUMÉRIL, BIBRON  & DUMÉRIL 1854)",,"E: Neotropical Whip Snake
G: Amerikanische Peitschennatter
S: Sabanera","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Masticophis mentovarius,12467,"Masticophis mentovarius centralis ROZE 1953
Masticophis mentovarius mentovarius (DUMÉRIL, BIBRON & DUMÉRIL 1854)
Masticophis mentovarius suborbitalis (PETERS 1868)
Masticophis mentovarius striolatus (MERTENS 1934)
Masticophis mentovarius variolosus (SMITH 1943)"
BAIRD & GIRARD 1853,,"Schott's Whipsnake
ruthveni: Ruthven's Whipsnake","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Masticophis schotti,12468,"Masticophis schotti ruthveni ORTENBURGER 1923
Masticophis schotti schotti BAIRD & GIRARD 1853"
LOWE & NORRIS 1955,,"E: Isla San Esteban Whipsnake
S: Látigo de San Esteban","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Masticophis slevini,12469,
(HALLOWELL 1852),,"E: Striped Whipsnake
girardi: Central Texas Whipsnake
ornatus: Central Texas Whipsnake
taeniatus: Desert Striped Whipsnake
S: Látigo Rayada","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Masticophis taeniatus,12470,"Masticophis taeniatus girardi (STEJNEGER & BARBOUR 1917)
Masticophis taeniatus taeniatus (HALLOWELL 1852)"
(BOCOURT 1884),,,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas alternatus,20166,
(STUART 1938),,E: Amaral's Tropical Racer,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas amarali,16231,
(SENTZEN 1796),,"Boddaert's Tropical Racer
S: Culebra boba","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas boddaerti,16233,"Mastigodryas boddaerti boddaerti (SENTZEN 1796)
Mastigodryas boddaerti dunni (STUART 1933)
Mastigodryas boddaerti ruthveni (STUART 1933)"
(BARBOUR 1914),,"E: Windward Treeracer, Barbour's Tropical Racer","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas bruesi,16234,
(HARDY 1964),,"E: Clifton’s Lizard Eater
S: Lagartijera de Clifton","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas cliftoni,16235,
AMARAL 1935,,E: Daniel's Tropical Racer,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas danieli,16236,
(BOCOURT 1890),,E: Striped Lizard Eater,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas dorsalis,16237,
(COPE 1875),,E: Heath's Tropical Racer,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas heathii,16238,
(COPE 1868),,"E: Salmon-bellied Treeracer, Salmon-bellied Racer
G: Amerikanische Peitschennatter
sanguiventris: Taylor's Tropical Racer
S: Lagartijera Común","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas melanolomus,16239,"Mastigodryas melanolomus laevis (FISCHER 1881)
Mastigodryas melanolomus melanolomus (COPE 1868)
Mastigodryas melanolomus stuarti (SMITH 1943)
Mastigodryas melanolomus tehuanae (SMITH 1943)
Mastigodryas melanolomus veraecrucis STUART 1941"
MONTINGELLI & ZAHER 2011,,,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas moratoi,16240,
"(DUMÉRIL, BIBRON  & DUMÉRIL 1854)",,E: Plee's Tropical Racer,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas pleii,16241,
(COPE 1868),,"E: Cope's Tropical Racer
S: Corredora tropical de Cope","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas pulchriceps,16242,
(PETERS 1863),,,"Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",Mastigodryas reticulatus,16243,
(MOCQUARD 1900),,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Matoatoa brevipes,16244,
"NUSSBAUM, RAXWORTHY & PRONK 1998",,,"Gekkonidae, Gekkota, Sauria, Squamata (lizards: geckos)",Matoatoa spannringi,16245,
(DE GRYS 1938),,E: Western Giant Plated Lizard,"Gerrhosauridae (Gerrhosaurinae), Scincoidea, Sauria, Squamata (lizards)",Matobosaurus maltzahni,16246,
(SMITH 1849),,E: Common Giant Plated Lizard,"Gerrhosauridae (Gerrhosaurinae), Scincoidea, Sauria, Squamata (lizards)",Matobosaurus validus,16247,
